activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,6037,6037920339,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,705000,NA,4.5,NA,2,6186.5,NA,1645,,50,360,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8114,56.37,91100,203,1839,2161,19
2022,RVDPPPGHCGZ40J4VQ731,23224,MD,24021,24021752301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,325000,NA,7.125,NA,2,4631.4,NA,1495,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7217,52.14,143900,88,1769,2053,15
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48039,48039661902,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,285000,NA,4.25,NA,2,9227.91,NA,2063.4,413.4,16.2,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,10188,78.42,90800,107,1663,2139,14
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48339,48339692802,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,215000,NA,3.875,NA,2,5968.2,NA,196.05,196.05,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9739,60.63,90800,91,1897,2672,26
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086010708,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,395000,NA,4.99,NA,2,11618.81,NA,1730,,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6465,92.71,68300,89,824,1380,32
2022,RVDPPPGHCGZ40J4VQ731,29700,TX,48479,48479001711,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,1,125000,80,7.125,0.729,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,155000,1,3,3,5,1,NA,246,<20%,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,1,,,,,10,,,,8052,94.56,66000,121,1562,1857,15
2022,RVDPPPGHCGZ40J4VQ731,19660,FL,12127,12127091034,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,335000,NA,6.625,NA,2,14718.52,NA,4841.67,3156.67,68.24,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4030,58.76,73500,94,914,1378,27
2022,RVDPPPGHCGZ40J4VQ731,99999,MN,27033,27033270400,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,85000,NA,6.125,NA,2,4559.31,NA,1798.54,,50,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3249,25.02,83600,86,898,1210,63
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086010708,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,395000,NA,3.875,NA,2,17975.96,NA,7699.31,5969.31,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6465,92.71,68300,89,824,1380,32
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48167,48167720800,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,335000,NA,3.99,NA,2,7475,NA,0,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4064,60.51,90800,116,1075,1570,44
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086010708,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,425000,NA,3.99,NA,2,16232.49,NA,0,,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6465,92.71,68300,89,824,1380,32
2022,RVDPPPGHCGZ40J4VQ731,35084,NJ,34013,34013010200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,445000,NA,7.125,NA,2,20727.93,NA,8150.79,15095.95,,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4625,96.28,116900,62,793,1373,70
2022,RVDPPPGHCGZ40J4VQ731,29460,FL,12105,12105012508,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,415000,NA,4.5,NA,2,11537.03,NA,250,,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3514,53.56,67500,86,843,1532,20
2022,RVDPPPGHCGZ40J4VQ731,99999,TN,47117,47117955000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,255000,NA,4.5,NA,2,8614.72,NA,2259.7,2259.7,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8820,10.74,64700,142,2498,3160,22
2022,RVDPPPGHCGZ40J4VQ731,43900,SC,45083,45083022003,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,265000,NA,4.125,NA,2,12815.93,NA,5466.98,5216.98,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4549,41.02,74700,94,1302,1637,38
2022,RVDPPPGHCGZ40J4VQ731,19660,FL,12127,12127082903,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,375000,NA,4.5,NA,2,6462.44,NA,3318.79,3318.79,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5831,27.99,73500,118,1478,2240,31
2022,RVDPPPGHCGZ40J4VQ731,36740,FL,12095,12095017116,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,595000,NA,3.99,NA,2,4380,NA,0,,,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9265,48.03,80100,217,1819,1995,7
2022,RVDPPPGHCGZ40J4VQ731,10420,OH,39153,39153532004,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,165000,NA,6.5,NA,2,9052.5,NA,3630,2430,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3782,11.32,82000,124,1309,1560,48
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40027,40027201607,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,295000,90.56,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,123,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,3,,,,,7,,,,6721,38.46,84900,123,1552,2032,20
2022,RVDPPPGHCGZ40J4VQ731,26820,ID,16019,16019970100,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,785000,NA,5.75,NA,2,10910,NA,6825,6825,,360,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6780,9.06,82700,125,1723,2459,24
2022,RVDPPPGHCGZ40J4VQ731,36420,OK,40027,40027201607,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,265000,96.5,6.375,0.67,2,8680.23,NA,1400,,0.43,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,107,39,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,3,,,,,10,,,,6721,38.46,84900,123,1552,2032,20
2022,RVDPPPGHCGZ40J4VQ731,29460,FL,12105,12105014501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,315000,NA,4.5,NA,2,11581.53,NA,2393.27,2393.27,91.08,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9870,57.59,67500,71,2353,3328,28
2022,RVDPPPGHCGZ40J4VQ731,27740,TN,47179,47179060504,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,275000,NA,5,NA,2,9386.06,NA,2433.93,2433.93,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3764,16.71,75300,78,655,1515,35
2022,RVDPPPGHCGZ40J4VQ731,38060,AZ,4013,4013050612,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,415000,NA,4.75,NA,2,5163.08,NA,2084.08,2084.08,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9560,61.85,88800,114,1948,2273,11
2022,RVDPPPGHCGZ40J4VQ731,16740,NC,37097,37097061304,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,425000,NA,3.99,NA,2,7609.92,NA,0,,350,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5780,32.87,91700,88,1058,1647,22
2022,RVDPPPGHCGZ40J4VQ731,99999,TX,48213,48213950801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,285000,NA,6.625,NA,2,10409.28,NA,21.1,,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2391,15.68,68800,84,914,1577,39
2022,RVDPPPGHCGZ40J4VQ731,11500,AL,1015,1015000200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,105000,NA,6.125,NA,2,4667.86,NA,995,,7.1,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2929,65.21,68800,57,589,1340,59
2022,RVDPPPGHCGZ40J4VQ731,33740,LA,22073,22073011100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,255000,NA,6.25,NA,2,10348.87,NA,3360.56,2561.55,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3041,73.96,56600,70,272,1585,50
2022,RVDPPPGHCGZ40J4VQ731,49020,VA,51840,51840000102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,195000,95,6.374,-0.013,2,3187,NA,1095,,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,120,20%-<30%,2,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,1,,,,,10,,,,3812,59.16,96400,49,164,1260,71
2022,RVDPPPGHCGZ40J4VQ731,36740,FL,12069,12069031002,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,425000,NA,4.25,NA,2,16598.85,NA,12985,12885,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6000,19.88,80100,94,2122,2801,23
2022,RVDPPPGHCGZ40J4VQ731,17300,KY,21047,21047201400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,265000,NA,5.125,NA,2,13362.02,NA,1896.44,1896.44,3380,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3138,14.6,70600,106,804,1239,31
2022,RVDPPPGHCGZ40J4VQ731,47260,VA,51735,51735340100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,175000,NA,4.625,NA,2,7693.75,NA,0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3876,12.72,93200,164,1250,1415,43
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12101,12101032805,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,375000,NA,4.5,NA,2,7352,NA,4036.65,3786.65,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3959,22.05,82100,86,1219,1717,30
2022,RVDPPPGHCGZ40J4VQ731,37340,FL,12009,12009071348,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,295000,NA,4.5,NA,2,12658.56,NA,4342.81,4092.81,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,8691,47.45,82300,79,1899,2425,18
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086011409,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,315000,NA,4.5,NA,2,11322.32,NA,2328.98,2328.98,899.23,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5642,78.23,68300,96,582,1100,24
2022,RVDPPPGHCGZ40J4VQ731,27260,FL,12109,12109020908,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,475000,NA,4.625,NA,2,9542.32,NA,1790.78,1790.78,,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,10434,22.36,86100,102,3166,4402,15
2022,RVDPPPGHCGZ40J4VQ731,29460,FL,12105,12105014121,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,235000,NA,4.5,NA,2,5736.86,NA,0,,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3375,65.01,67500,84,764,1112,23
2022,RVDPPPGHCGZ40J4VQ731,19660,FL,12035,12035060217,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,405000,NA,3.99,NA,2,3412.5,NA,0,,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3250,39.35,73500,105,758,1347,17
2022,RVDPPPGHCGZ40J4VQ731,13140,TX,48245,48245000101,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,285000,NA,3.99,NA,2,3222.05,NA,0,,882,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5408,63.78,80300,91,1127,1634,23
2022,RVDPPPGHCGZ40J4VQ731,29460,FL,12105,12105014003,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,325000,NA,3.99,NA,2,2872.5,NA,0,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3778,40.07,67500,99,761,1143,29
2022,RVDPPPGHCGZ40J4VQ731,99999,NY,36011,36011040102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,175000,NA,5.625,NA,2,12952.42,NA,7402.02,6557.02,,360,NA,NA,2,2,2,2,185000,1,1,3,5,3,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3223,6.67,76700,74,970,1730,59
2022,RVDPPPGHCGZ40J4VQ731,99999,NE,31131,31131967000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,175000,NA,6.5,NA,2,6196.13,NA,1237.11,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2938,20.39,80900,104,735,1365,73
2022,RVDPPPGHCGZ40J4VQ731,35084,NJ,34013,34013012500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,345000,NA,6.625,NA,2,21717.87,NA,12087.81,10892.81,,360,NA,NA,2,2,2,2,355000,1,1,3,5,2,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4038,98.59,116900,63,534,1264,74
2022,RVDPPPGHCGZ40J4VQ731,38540,ID,16005,16005000600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,225000,NA,6.625,NA,2,12330.82,NA,6005.72,3356.52,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3688,19.5,73300,94,837,1119,29
2022,RVDPPPGHCGZ40J4VQ731,40140,CA,6065,6065045606,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,125000,15.41,6.625,0.201,3,5744.65,NA,1845,,,360,NA,NA,2,2,2,2,825000,1,2,3,5,1,NA,210,43,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,2,2,2,,,,,10,,,,3660,43.5,87400,186,1204,2354,15
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13223,13223120208,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,515000,NA,5.125,NA,2,5475.5,NA,2960,1525,1920,360,NA,62,2,2,2,2,515000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4246,41.03,95700,79,815,1547,18
2022,RVDPPPGHCGZ40J4VQ731,40140,CA,6065,6065043602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,1,155000,53.57,6.624,0.29,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,285000,1,3,3,5,1,NA,83,42,1,9,1,11,,,,11,1,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,35-44,55-64,No,No,2,2,1,,,,,10,,,,4412,85.79,87400,53,385,1002,55
2022,RVDPPPGHCGZ40J4VQ731,16060,IL,17077,17077011002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,145000,NA,6.25,NA,2,7358.53,NA,3195.85,1850.85,105,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4495,30.75,76400,158,1559,2251,47
